ST
0
1
0.058823529
1.058823529
0.117647059
1.117647059
0.176470588
1.176470588
0.235294118
1.235294118
0.294117647
1.294117647
0.352941176
1.352941176
0.411764706
1.411764706
0.470588235
1.470588235
0.529411765
1.529411765
0.588235294
1.588235294
0.647058824
1.647058824
0.705882353
1.705882353
0.764705882
1.764705882
0.823529412
1.823529412
0.882352941
1.882352941
0.941176471
1.941176471
